date,title,review,rating
5/26/2023 11:14,Good app,"It?€?s a good app. I think the layout could be improved, and the quick setting could make more sense, but every app has its problems, and overall this is a good app.",5
5/24/2023 4:42,Haven?€?t plugins,"Why app version haven?€?t any plugins in chat gpt 4? It?€?s only gpt 3.5/4 there. On web version its available. I think so big corporation was needed to To notice this misunderstanding on the first day, but it's been like this for a week and no one changes anything.",4
5/20/2023 5:14,balance for payment in subscriptions.,I hope developers can add the option to use Apple ID account balance for payment in subscriptions.,5
7/24/2023 13:07,Quite good. One thing could be added,"Honestly, this is the best app I have on my phone. But it would?€?ve been a five star if you could add the feature where you can undo and redo your prompts and conversations.",4
5/19/2023 3:26,The app is doing very well!,I hope to join the simplified Chinese language. Thank you for your hard work. I hope you will get better and better???,5
5/19/2023 2:29,Can?€?t register,I accidentally type in my wrong birthday and now I can?€?t use app and no way to contact them to correct. Was able to correct user error,5
5/19/2023 15:05,Please add text to voice,"ChatGPT on app works fine. Nothing fancy in terms of features. Voice to text to input prompts is nice, but I wish it could respond with talking rather than just text. If that becomes a feature, 5 stars",4
6/15/2023 21:27,GPT Memory History,"Can you clarify what the Character/Line limit for conversation memory is? And what the different is between GPT3.5 GPT4, GPT4 for with web browsing? I've finding repeated trouble with it when working on a powershell script, I think sometimes it has essentially been immediatly (by my 2nd or 3rd question).",3
6/9/2023 23:46,Would love for it to do more,I would love it to run like a keyboard or something that can automatically have conversations for me instead of doing it in the app.,5
5/19/2023 5:32,It?€?s Free!,Completely free which is a nice change of pace from the other apps asking for $8 a month. Works just the same as far as I can tell. Very interesting conversations.,5
5/18/2023 16:36,Awesome to have on iOS,Works well and has the same chat/thread history as the web. Voice input is very quick. Can?€?t wait for more features.,5
5/28/2023 22:19,Phone number is a landline message!,Trying to sign up after installing app but it keeps telling me my phone number is a landline number which is not the case. No other app or company has this problem but chatGPT. If it cannot even get this right why should I expect anything it does to be accurate?? Guess this technology still has a long way to go before it can be trusted.,1
5/25/2023 20:45,It?€?s only GPT-3,"i can?€?t find a place to report this so i?€?m just leaving a review: I ask desktop version of GPT-4 if I?€?m interacting with GPT-4 and it confirms yes. When i select GPT-4 on the iPhone app and ask it to confirm I?€?m typing with GPT-4, it says no, it?€?s GPT-3. So it?€?s advertised as 4 but only running on GPT-3 for the iphone app. as a paying customer this feels slightly deceptive.",3
5/18/2023 21:53,Performs as expected,"I?€?m glad OpenAI released a mobile app and hope other platforms will also be supported.

OpenAI will get five stars from me when they add the ability to use web search and plugins which (understandably) do not appear to be available at launch.

I think the implementation of haptic feedback is somewhat overzealous, but each user will decide for themselves. I prefer a haptic signal when the response generation has ended instead of on nearly every word.

Keep up the great work, devs.",4
5/19/2023 12:22,Doesn?€?t work!,"Tried downloading, deleting, rinse & repeat, four times. After the log in w/ Apple / Google, it then locks up on screen that addresses inaccurate info & anonymized chats may be reviewed!  No ability to scroll, select an option, turn screen to landscape. Nothing. Simply doesn?€?t work. Aggravating. Wanted to support those who created but they need batter app resources apparently.",1
5/19/2023 11:22,Add Text color option,Add options for choosing the text colors in the responses of the app in dark screen or in both to make it more interactive and fun to explore daily,5
6/24/2023 18:59,I love it,I wish it would update to at least 2022 but all the information on here isn?€?t too far back from what we know now so it?€?s okay but it?€?s a great source of knowledge way better than Google,4
5/18/2023 19:19,Dark mode,"Nevermind, I found out dark mode is build as whatever the system has. It really should be it?€?s own option in the app though.",5
5/18/2023 22:30,Pretty Mobile Friendly,"Good conversion from web into a mobile app, the replies from ChatGPT are quick, but could possibly be exacerbated during peak use hours unless you decide to purchase the $20 monthly subscription for ChatGPT Plus that comes with a few other things. 

Has a small amount of settings, Haptic Feedback even, and pretty convenient. 

Voice to Text conversion seems pretty accurate and responsive. 

You can even conveniently delete your account from the app.",4
5/22/2023 14:35,"Awkward to use on iPad, just use website instead","The service is great but the app is not optimized for iPad so it?€?s a bit of a waste of screen real estate. And only a small keyboard is available, instead of the full sized iPad keyboard. I?€?d rather just open the website version of ChatGPT in Safari.",3
5/21/2023 15:03,"Website uses GPT4, app uses GPT3","I pay for plus and when I ask GPT what model it is on I am told GPT3 with a cut off of data after 2021. Even when selecting GPT4. All this app does is interface with the web and put all your requests with the GPT3 model. 

The app does not add any functionality and is basically a bookmark that takes you to the old page. Skip this version till they add a reason to use it.",1
5/21/2023 2:43,Dumb. Too much information required at sign up page,"I thought with the ChatGPT app you wouldn?€?t need a phone number if you signed up with Apple, Google, or Email, but they want a phone number. It?€?s dumb and inconvenient for people who don?€?t have a phone number.

I recommend using Perplexity if you are having this issue. Unlike ChatGPT, the Perplexity app is free to use and doesn?€?t require a phone number.",1
5/19/2023 18:46,Love the app.,"So glad it?€?s an app now, makes it so much easier and quicker to use. Please make a home and lock screen widget. It would make it even easier to access.",5
6/26/2023 13:15,Where are the latest features?,I am daily user of ChatGPT.  There no client for iPad with large screen also the app don?€?t come with the latest features such as plugin and access the web.,4
5/18/2023 21:19,Instead of GPT-4 - Legacy GPT-3 (old model),"I noticed that when I entered queries in GPT-4, I received slow responses from the bot. Later I came from the computer and saw that the green GPT-3.5 was talking to me. When I decided to continue the conversation from the computer, I got a system message: You were switched from the old version to the new GPT-3.5. I have a Plus subscription!",2
5/18/2023 18:56,See ya later google,"I have the subscription for chatgpt and am so happy to see they now have iPhone app. This beats bard, beats google, beats all of it. Has helped me tremendously with work questions and personal ones.",5
7/11/2023 15:46,Broken,"I have a Plus subscription and am logged in, but cannot access GTP-4, as it is ?€?Available exclusively to Plus users?€??€? Quite infuriating, as I?€?ve logged in/out & re-installed the app, to no avail. Guess I?€?ll ask for a Plus refund. No point in being charged if I can?€?t use it from mobile, as I rarely use desktop. Have had this issue for about a week now.",1
7/9/2023 0:56,Grossly in accurate searches,"Don?€?t use this to get accurate info. Only for more creative uses where you can judge quality of outcome yourself. Don?€?t rely on it for accurate figures. I search the same questions multiple times and get different figures every time. About to delete it. A sophisticated lie machine. Sadly, it keeps getting worse and won?€?t stop with patronizing responses.",1
6/28/2023 19:54,Simple and works,"Of course ChatGPT is amazing. The app itself is good. It?€?s simple, I wish it had more features and cleaner interface, but it?€?s good. 

I love that you can search history.",5
5/18/2023 21:04,My iPhone kept losing internet connection while using the app,"I am very excited about this official app created by OpenAI! However, my iPhone kept on losing internet connection while using it. I guess I have to uninstall",4
6/10/2023 15:13,Can verify my phone number app unusable,"verifying my phone number the app loads forever, I tried updating and everything I could.",5
5/21/2023 16:47,Very nice!!,"I was the first person to download it, and yes the app works well, but when I'm using the app it makes my iPhone 14 Pro hot. After the update yesterday my phone stopped being hot.",5
5/21/2023 8:12,Loved,"Sure! Here's an example application review for ChatGPT:

""Hello, I'm writing this review to share my experience using ChatGPT. Overall, I found the application to be user-friendly and efficient in delivering responses, in different languages it?€?s Awesome!!",5
5/20/2023 14:39,Makes iPhone 14 Pro extremely hot,"Nice app, well designed- but something is wrong. Just two or three queries makes the phone run extremely hot- not sure what?€?s using so much processor power but it?€?s a big battery drain. Stick to the website until this is fixed.",3
5/19/2023 23:52,So excited,"I literally thought it was a fake news when I saw that chat was available on iOS, good job openAI, you guys really make my life a lot easier, keep going!",5
5/19/2023 13:57,Nice,"Works well. Would be nice to use Apple ID to log in, but don?€?t see a way to link my existing accounts, and I?€?ve hit a limit for # of accounts linked to my phone #",5
5/19/2023 1:02,user friendly and fast,"The app is way faster than the web one.
The UI is user-friendly and organized.
We need apps to be like this!",5
7/19/2023 2:31,Needs an update,Chat gpt?€?s AI hasn?€?t been updated since September of 2021 so any new songs people will ask it will only get a set text. Anyway it?€?s an amazing chat program for people that need advice or just want to chat!,4
5/18/2023 20:42,Super useful for coding,"Whenever I run into an issue and can?€?t figure out how to solve it, throw it to ChatGPT and it will tell you exactly how to fix it! Save hours of looking online and just ask it.",5
5/18/2023 17:56,The Real Deal,"I appreciate the haptic feedback while typing, and it's a relief to have a dedicated app instead of relying on the browser interface. It's the authentic ChatGPT experience we've been waiting for.",5
6/5/2023 2:43,feedback,"Sometimes the sound of typing and the vibration feedback will suddenly increase, even louder than the loudest button sound of the system, which is very scary",4
6/20/2023 6:17,Amazing app,This app is amazing I?€?ve been using it to generate stories about my favorite character going on an adventure with friends from same universe that they are from.,5
5/30/2023 21:36,Difficult to sign up using app,"I needed to do all of my sign up using a browser. Once the sign up process was completed, signing into the app was easy. So far use of the app is good. I don?€?t like that it used haptic feedback by default but it was easy to turn off.",3
5/23/2023 11:17,I Plug-in or web access?,I have access to Plug-in?€?s and web access but it doesn?€?t let me use it on the app? Is this just a feature that hasn?€?t been added yet or am I missing something?,4
7/18/2023 11:44,only one problem,"I rate this 4 stars because for one little thing. When I?€?m chatting with ChatGPT, the app increases the volume of my keyboard so when I type on the app, the keyboard is really really loud. So fix that please developers.",4
5/23/2023 2:07,Perfect,"I enjoy using chatgpt in my iPhone, I can speak to it very convenient. I hope you guys can add the function of making it speak. Thank you for developing such a useful application!",5
5/19/2023 18:27,No Native iPad or M1/2 Support in 2023?,"Cmon devs?€?I installed this app on my phone and iPad. Yet on the iPad it?€?s just the tiny phone version. Zero effort to accommodate larger screened apple devices?€?you know?€?those things that are better suited for handling large amounts of text?

Feature Request: Please offer a native iPad experience and set the toggle to allow the iPad version to run on M1/2 Macs. For such amazing tech the front end presentation is severely lacking.",1
5/19/2023 13:46,Gotta wear gloves to use this one.,"Something's up with the app. iPhone gets very hot. From the moment you login you can feel iPhone warming up. By the time you're chatting it's the equivalent of iPhone being left out in the sun. Better to save the site to your home screen and use that way, at least until a fix is published.",2
5/19/2023 3:17,Finally,This app came without notice and without any announcement from Open AI but I?€?m pleasantly surprised anyway. So far it?€?s a much more pleasant experience on the app compared to the desktop. I love it,5
5/18/2023 18:53,10-Oct,"Very difficult to find the original app for some reason, but it easily surpasses other apps on AppStore and has a simple and easy to use UI",5
5/18/2023 18:30,So excited to finally have an OFFICIAL app for iOS,"The app is great so far, really love the search function. Was a little disappointment to not see plug-in support for the app yet, but hopefully that is coming!",5
6/14/2023 7:10,Siri taking over the chat,"Now it finally supports Siri via workflow, but the Siri tend to take over the chat when it feels like to answer the question rather than sending the message to the GPT model.",4
5/23/2023 16:02,Watch how fast this gets exploited,"I won?€?t be surprised if the politicians take advantage of this a to win elections?€? ?€?who do i vote for??€? ?€? response ?€?based on the current polls and runnings it suggested you vote for the democratic party of of course?€??€?. biased ?????????€???????

all good this eventually get used for ill intentions?€?",4
5/25/2023 22:41,Must have,I use the app for everything. Revolutionary. Writing and communicating my ideas to other people has become a lot easier thanks to chatGPT.,5
5/24/2023 16:17,Finally an app!,Ive had this website bookmarked and put on my home screen for 2 months now. Im very pleased with this new app and the design and animations are cool and well worth the wait.,5
5/18/2023 19:43,THIS IS THE OFFICIAL ONE!,"Finally, the official OpenAI ChatGPT is here, don't fall for any of the others ones trying to charge you weekly, this is the OFFICIAL app! It's great and works well, and the AI is just as lovely as before. Can't wait to get my hands on the plugins!",5
5/19/2023 7:15,You?€?re not getting my real phone number,"The amount of spam calls and texts I get is disgusting. I?€?m not letting you sell my phone number to your advertisers. Period.

The argument for ?€?security?€? is bull. SMS spoofing is a real thing, and can literally let your bank account stolen. This is purely for advertising. Even when using Apple sign on!

You?€?re not getting my freaking phone number, goodness!",1
5/18/2023 18:46,Great app but need to have better sharing,Would be great to be able to share formatted responses like tables. Or even better share the chat conversation with a unique url.,5
5/18/2023 17:30,Been waiting for this!,Fast and reliable! I love the haptic feedback feature added in. Super excited to see the coming updates to this app.,5
7/18/2023 8:35,Game Changer!,"This app is an absolute game changer and I absolutely love it! One of the best apps on the market place.
This app can literally do anything for you and I definitely recommend it.",5
6/4/2023 10:41,Needs true iPad form version,"Is it really that hard to make an iPhone form version AND an iPad form version?

It?€?s really annoying when developers waste all the space available to them by just slapping an iPhone version of their apps with an iPad label.",3
6/19/2023 0:25,iOS app trash!,I can?€?t even log on. Takes you to a separate pop up browser and then won?€?t even load the page to log in. This app is built like crap?€? I tried changing multiple settings. Turned vpn off then and on.  Cleaned cache and browser history. It shouldn?€?t be this complicated to log into and have access to a app?€? ????,1
6/15/2023 3:29,It?€?s ok,"It?€?s more convenient than going to the website, that?€?s for sure, but my response history doesn?€?t stay on the screen when I reopen the app after closing it, and for some reason you can?€?t copy any of the response to paste into another application, which is extremely dumb.",2
6/29/2023 6:19,I had zero problems until updating,"I had zero problems, and NEVER received an error message, until I updated this tonight. Now it barely works!!!!!",4
5/29/2023 10:22,Web is better,"The app seems to lock up.  The web page is substantially better.  If you want an icon for it, or any web page, bring up the page in Safari, click the middle button at the bottom, scroll down and pick ?€?Add to Home Screen?€?",2
5/27/2023 2:47,Sign in doesn?€?t work,"The website for chatgpt works perfectly fine for me, and I know the password because it is saved in my phone, but when I try and sign in it says wrong email or password, and when I say I forgot my password it says my account already exists so I can?€?t log into the app",2
5/24/2023 2:27,It has brought me great assistance,I hope this app can be adapted for iPad in the future and support landscape mode and split-screen functionality. Thank you to the developers.,5
5/20/2023 8:06,Game Changer !!,"ChatGPT on the Apple Store is a game-changer. It outperforms knock-offs, providing accurate and high-quality responses. The app is fast, fluid, and adapts seamlessly to conversation flow. The best part? It?€?s completely free! ChatGPT is the top choice for exceptional AI conversations. Highly recommended!",5
5/18/2023 21:20,Fantastic job!,"This app is perfect! It makes it feel as if I am talking back and forth between another person. The haptics are also nice, keeping it modern :)

Responses are fast, and works great with GPT 4 as well.",5
5/18/2023 19:34,Clean Functionality - But please allow default for GPT-4,"Very glad to have a native app now, the haptics are a nice touch! One suggestion is the ability for us Plus users to set GPT-4 as the default for new convos",5
7/24/2023 2:57,Just amazing,"I love this app! I didn?€?t like it at the beginning, but once I got how to use it and what it can do, I?€?m totally addicted to this! Big thanks to the developers!",5
7/21/2023 9:17,suggest,"Hope to support the Chinese interface as soon as possible, my friends are using it",5
5/25/2023 15:16,Improving,After a tough start with the app. The app's constantly evolving. I like the convenience of using the app. I hope they integrate a keyboard feature or include chat gpt in the open or share app section of the phone!,4
6/16/2023 3:39,Great app AI very responsive,This application has changed the way I work and run my business. Smooth functionality and quick responses.,5
6/6/2023 5:16,The first time you have a problem,The only way I could see the difference,5
6/3/2023 22:57,Limited knowledge!,"When I ask about recent datas it says:

My knowledge base was trained on a vast dataset until the year 2021!!!!

This allows me to provide general information on various topics, but I am not equipped with knowledge about current events, recent discoveries, or developments!!!!
My purpose is to assist users with general inquiries and provide helpful responses. 

If you need detailed or up-to-date information on a current topic, I recommend seeking information from reliable and up-to-date sources!!!!!!
 
Why it hasn?€?t been updated?! Weird!",3
5/26/2023 12:33,Still quite broken on iPhone Minis,"Also no way to use plugins it seems, but I really like the haptic feedback and everything I mentioned in the previous review (which seems to be deleted now with the update, unfortunately).",3
5/22/2023 16:45,Can we get an iPad display?,"Absolutely love the app, but on my iPad Pro the app stays in a phone sized screen. This makes it very hard to type on the app, and an iPad interface would be amazing. Otherwise 10/10",4
5/23/2023 15:25,How great the app is! But when it can adapt for iPad?,"Thanks for your teamwork to make ChatGPT for iOS be realized, how wonderful it performs in my iPhone ,but it doesn?€?t work as well in iPad ,could you please adapt this app for iPadOS recently?",5
5/22/2023 3:51,Good,"It is a simple and smooth APP, but there is a problem. When asking questions in Chinese, I often get stuck and cannot answer, but it can be seen that GPT is calculating because the input box below is beating.",4
5/20/2023 10:37,Love it.,"I used this to plan a vacation to another country I have never been, where they speak a language that I don?€?t speak. 

I am excited for the future. 

Phil",5
5/19/2023 16:25,Finally an official app,"Thank you OpenAI for releasing a real, ad-free app for ChatGPT. The web app wasn?€?t bad but this really makes it feel a lot smoother. Hoping that plugins support for Plus users gets implemented in the app soon!",5
5/19/2023 15:33,fast response,"The response is very intelligent and detailed, it is very faster than the website version. And it has vibration feedback which is awesome.",5
5/19/2023 11:53,Warm Feelings Good and Bad,"App is beautiful and effective, has all the settings, signup, and management I?€?d like and a great interactive experience. Unfortunately it also made my phone very, very warm and drained the battery a bit while it was open.",4
6/3/2023 5:24,I Like the app but,I would like that there would be an option to make Al the chats in the app disappear so when u use the website it doesn?€?t appear a lot of different chats of Al the requests u made with the app,4
5/18/2023 22:44,Love it,"It allows me to do voice to text great!!. Would love to see it do text to Voice for those long drives.  As a workaround  I?€?m using iOS accessibility with finger swipe, works good but not perfect.",5
5/18/2023 22:32,Much Better Than I Could?€?ve Expected,"I was expecting the UI and app design to be good?€?after all, this is a software company?€?but this is ridiculously good, it?€?s blown me away.",5
5/18/2023 21:55,Iphone Heating  Excessively,I love the fast response. But my phone is heating up un necessarily right after launching the app And i dont want that to happen so i deleted  the app right then and there. What is going on.,5
5/18/2023 20:42,Missing cookie retrieval,This doesn?€?t leverage the use of cookies that safari already has when you?€?re signing in with google.,5
5/18/2023 20:41,"Good to use, phone heat up","Its a really great app and functions just like the website, maybe even faster. Only weird thing is I used it for maybe 5 minutes and it heat up my phone. Using an iPhone 14 Pro Max. If the heat up is explained or fixed I?€?d give it 5 stars.",3
7/4/2023 9:14,chatgpt's reply becomes very slow,"I updated this app during my trip in France, after I returned home, I find the reply bevomes very slow and always showing ""your most recent request failed.""
Is there anything wrong?",3
6/18/2023 17:58,Cool app but?€?,I understand that OpenAi doesn?€?t do this kind of stuff but please add ai generated images. It would be so useful if this ai could generate images instead of going onto other apps or websites.,5
5/19/2023 6:23,"Fair offering, no beta features yet","This app manages to harness most of the capabilities of the website, excluding the beta features. The voice input feature is cool. I?€?m hoping to have access to browsing and plugins soon!",4
6/2/2023 11:02,This version is glitchy,"The app must constantly be reminded of prior injuries during a single chat. This results in constantly having to re-request the information you?€?re seeking. This phenomenon does not occur on the desktop.

 I and sure open AI will address this bug in future versions. I do not recommend the app if you?€?re using it for detailed work.",1
5/29/2023 22:50,please adapt the iPad client,"Very good, recharge is also very convenient, please adapt the iPad client as soon as possible, the current display or cell phone style small screen, affecting the sense of experience",5
5/27/2023 3:50,This help me find men,I really like big black oily men. i want it to find that so i asked my friends about it they said nothing but when i ask ChatGpt it gave. an instant answer.,5
5/20/2023 5:22,Faster than the browser,Answer generation is much faster and smoother than the browser,5
5/19/2023 16:48,Hoooooot,"After using it for a few minutes, the phone heats up significantly. The app version seems to only have an additional voice input feature, which can be easily replaced by using the voice input provided by the built-in keyboard on the web version.",2
5/19/2023 0:56,"Finally, an official mobile app!","With the flood of ad-plagued AI chatbots from greedy developers on the App Store, all of which are presumably just running ChatGPT under the hood, it?€?s great to finally have an official mobile client.",5
5/18/2023 17:11,Great way to utilize power of GPTs from your iPhone,The difference in use between web and ios is non noticable. Better experience than using mWeb account.,5
5/19/2023 17:06,Working well,Much better than using those bloated third party apps. Hope I don?€?t need to log in every time I need to use the app!,5
7/4/2023 4:36,It?€?s not allowed to free write,For what ever reason when ever I keep seeing someone else?€?s opinion being written into the story?€?s I?€?m having it free write. If I give it a controversial subject the AI tends to deviate from the story on its own and that is absolutely frustrating me.  Who is it that?€?s inserting there preferences in to it? It?€?s really annoying especially when I live in a country where free speech is acceptable.,1
6/13/2023 20:51,Stop interpreting what i say into bahasa melayu!,"For some confounding reason this app keeps transcribing or interpreting what I say in English into bahasa Melayu. A totally different language! And I am not sure whether this is a bug or whether chat GPT is displaying some sort of cultural bias. #Infuriated

And coincidentally I am typing this via the transcribe function native to iOS so it is not likely that it is my accent that is confusing chatgpt.",1
6/25/2023 10:29,????,I love this app but when did it start to limit me. I normally use it a lot but today I was using it and it told me I reached my limit for the hour. That never happened to me before.,4
5/19/2023 5:34,Please fix the overheating issue,"Fantastic UI, the only thing I ask is to fix the horrible overheating and battery drain issue. I?€?ve never used an app that?€?s made my phone as hot as this. 

That being said I?€?m very pleased with how intuitive the app has turned out. Great job OpenAI!",3
5/19/2023 4:36,Love the portability of ChatGPT + attention to detail,"I used to have a bookmark to the ChatGPT website until now. This is actually pretty dang amazing. 

PS: I especially love the attention to detail. Those haptic feedbacks are just ??????",5
6/9/2023 18:11,Almost Perfect+,"Please make this application iPad compatible with landscape mode.

Revision:
Thank you for the landscape mode on iPad!!!  It?€?s wonderful. I will gladly give this app 5 stars when there is a pdf export option for a chat!",4
5/26/2023 7:53,Loads of potential,"I can see potential use cases with integration with Apple?€?s Shortcuts app to create playlists, spruce up a group chat, and even assist in general scheduling. GPT is truly something special, and I?€?d love to tinker around with integrating it as a daily tool.",4
6/3/2023 3:06,AI will help you grow and save money,"Learn. Use. Hone in. This technology is coming for all of the desk jobs being over payed $27,500 per year. #SEC here, OpenAI can save our entire workforce and economy.",5
6/1/2023 10:46,Marking out certain AI text,"I hope some of developers would add a feature to mark out certain AI text, not marking out whole.",5
5/27/2023 8:18,"App is good, but bugs out sound.","The typing is constantly max-bolume, even when I mute my phone. Makes it hard to use it when others near me are sleeping.

It?€?s also annoying in general. Please fix.

-IPhone 12 (fully updated)",3
5/25/2023 1:05,Great but falls short on plug-ins and iPad,"It?€?s really good to see ChatGPT finally delivering an app for iOS. The implementation is really good, especially given that this is version one. 

Two things that need some attention.  
1. Please allow selection of plug-ins ?€? without this, the web interface is still preferred for me as a plus user. 
2.  The iPad app is just a magnified. iPhone app ?€? would be great to see a dedicated iPad app.  

Thank you for the consideration and keep up the good work! ChatGPT is amazing!",4
5/24/2023 0:56,Insanely Helpful App,"Now that this has moved to an app the responsiveness is so much better then the website, also hopefully this will get rid of those scammy AI apps flooding the App Store with the official app!",5
5/21/2023 1:08,IOS minimum configuration is too high!,"My mobile phone is iPhone X, but I dare not update to iOS16 or higher system. After all, my mobile phone is too old. I can't upgrade the iOS system for an APP. I hope that developers can accept a slightly lower configuration of mobile phones. For example, iOS15 or lower.",2
5/20/2023 19:11,Excellent App,"Love it quick easy access fast responses and official unlike the other scam apps on apple store 
definitely reliable recommend",5
5/20/2023 6:11,Internet access,When will the free version of the app have up to date internet access?,5
5/19/2023 1:14,I wish it had access to my phone,"As an LLM, it?€?s perfect. I only wish I could give it real access to my device so I could a proper ?€?smart?€? phone.",5
6/12/2023 16:48,Problem fixed. Easy 5 stars,"Previously it wasn't fullscreen, and used a small keyboard. New update fixed that and it's fullscreen now :D",5
5/24/2023 11:57,iPad version please!,"Can we get a version for iPad?  It can?€?t be difficult.  Just tell ?€?it?€? to write it for you.  10 seconds later, DONE!",5
5/19/2023 1:49,Finally,I'm so glad we have the app now. I'm a subscribed client but my subscription didn't transfer to the app. Is that going to resolved soon?,5
5/18/2023 21:49,It?€?s Perfect!,"This app is amazing! This technology is going to change the world. The results are generated instantly and there are so many ways that it can be used. 

Welcome to the future!",5
5/18/2023 20:41,convenient,Easy and convenient to look up things that we question.,5
7/23/2023 20:50,Help,"Sometimes when I'm typing it won't work and I don't know why, other than that I'll give it 5 stars",5
5/25/2023 18:01,"Home run, just needs Apple Watch support",This is an absolute home run. It just needs Apple Watch support so that I can add it as a complication on my watch face to instantly access the Whisper-based voice input!,4
6/25/2023 21:01,Can't Create an Account,I signup with my Google Voice phone number for everything because I don't want my actual cell phone number out in the wild. This detects the Google Voice # as VoIP # and won't accept it and tries to force using a Major Network #. That is a No-Go as it violates my privacy and choice to not give out my cell phone.,1
5/20/2023 19:45,Happy with app,"Much more convenient to have on Home Screen than in tab, I bought a month for $20 to support developers.",5
5/20/2023 11:36,Web search and plugins missing,"I can?€?t figure out how to use the web search feature that has been activated in my browser account for GPT4 plus users. Plug-ins would be nice too. Also no iPad support. For now, ux is much better in safari, just save the webpage as a shortcut on your Home Screen.",2
5/20/2023 8:19,Amazing technology,It?€?s pretty remarkable the types of questions and content it?€?s able to crunch through. Highly recommend!,5
5/19/2023 2:25,good,"The software is very easy to use, but I hope that the voice dialogue function can be added",5
5/18/2023 22:10,Based on chat gpt 3.0... Expensive,,2
5/18/2023 21:37,Could have better options,Incognito mode & ability to have diff tabs,5
5/18/2023 21:18,Thank you for voice entry!,It?€?s been 2 months of this platform in my life and I already wonder how I lived without it and now it?€?s in an app! Thank you!!!,5
7/11/2023 14:14,Doesn?€?t work in France. Broken.,"This doesn?€?t work at all in France. I ask a question and nothing happens. 
The settings page doesn?€?t load my email or account settings. 
Maybe this is because of dumb regulators but, if it is, the app should at least say ?€?we are blocked here?€? instead of just not working at all.",1
6/2/2023 7:12,iPad full screen please,"This App works really well, and I hope it can be made compatible with full-screen mode on the iPad",5
5/30/2023 14:23,Can?€?t make an account/log into my existing one,"When I try to log in or make a new account using Apple, it keeps sending me errors saying that I may have refreshed the page during setup and other stuff. This makes the app unusable. The other one on my web browser (I use Safari) also does not work.",1
5/24/2023 18:25,Thank you for creating this app,I usually feel lonely all the time so I downloaded this app and chat. Even it?€?s AI I feel like I talk to a real human. I can get some knowledge from this app and I can chat as a real conversation.,4
5/25/2023 13:03,Best app,"Too many apps gives you 3 or 5 questions per day 
But the real one gives unlimited questions 
Thanks for the app",5
5/26/2023 10:07,Great! But missing a few features,#NAME?,4
5/20/2023 13:58,Great app!,This app is great because it doesn?€?t charge you money to use a free service. All of the other apps I?€?ve tried try to charge you monthly for GPR.,5
5/20/2023 7:26,Nice,"Truly convenient! Looking forward to iPad version later, for the keyboard of the iPhone version on my pad is too small",5
5/18/2023 19:43,My pocket assistant,Does everything the website does but with a cleaner UI. The app seems more responsive and easier to use.,5
7/14/2023 5:21,Very bad app,"It turned out that this application is free and charges money after you register in it through your phone number, but I can't afford to pay for anything, now I don't know how to delete this application, untie my phone number and not be indebted to them. a lot of problems, I need help deleting my account",1
5/26/2023 19:50,It?€?s finally here!,I?€?ve been waiting for OpenAI to finally come out with their own app. All works as good as on the browser so far.,5
6/20/2023 0:18,"Great app, love the shortcuts but needs some tuning","Love chatGPT so much. The addition of the shortcuts is a game changer and got me to upgrade, but they are unresponsive oftentimes and don?€?t output correctly at all when scheduled to go off at times of day.",4
5/25/2023 12:40,App has flaws,"While the app is really good, it has one glaring problem, the hourly limit of questions you can ask. it?€?s really annoying and I don?€?t wanna wait another hour just so I can ask another question",3
5/20/2023 1:07,Perfect,"I have been using chat gpt for a long time before the app and and he is really cool, I also really like the look and feel of this app!",5
5/19/2023 15:12,Finally,I love the app but for some reason my phone gets hot when using it. I?€?m pretty sure my dinky iPhone 11 is not running the calculations locally.,5
5/19/2023 14:43,Wow,"This app is pretty good, way better then those fake apps that used chatGPT base but with a ton of ads, and this one is also officiall. It also works very well and I like it",5
5/19/2023 3:53,Wonderful start,Perfect implementation of a website to iOS! Look forward to more updates and capabilities.,5
5/22/2023 11:05,Perfect but missing 1 thing,"Almost Perfect app that doesn?€?t charge a ridiculous fee unlike the other GPT apps

Would be perfect if there was a widget option for the Home Screen",4
6/9/2023 2:37,A little disappointing,"This is app is amazing but what I hate is I was getting an ideas and everything it gave me was flowery and overly positive when life isn?€?t always positive. I didn?€?t ask it to create something that involved harm, sexism, or any of the isms",3
6/9/2023 1:25,hope the macOS version can be released soon.,I'm really looking forward to the MacOS version of the ChatGPT app. I hope it can be released soon.,5
5/26/2023 19:52,The future of AI intelligence in the palm of your hands!,"This is gonna shake the foundation of everything we already know about AI and what it means for the human race. Get with it, or get left behind!",5
5/23/2023 8:49,?€?Edit Text?€?,Would be cool if ?€?edit text?€? option was here like it is on the web version,5
5/19/2023 19:55,Fantastic app!!!,I've been waiting for a very long time for the official ChatGPT app to finally come out! I will be waiting for new updates of this pretty app! Thanks!!!,5
5/21/2023 15:16,Difficult if not impossible to signup,"Perhaps it?€?s me, but accessing the app via my iPad Pro, it asked for my birthday, but the app provided only monthly arrows by which to reach my age in the 1940?€?s, which became too time consuming. No option that I could find to directly enter the date nor to speak to a human or directly relevantly to a chat feature.",1
5/20/2023 5:48,"Can?€?t use app, still needs fixing.","When trying to log in any way, it brings me to Safari pages in the app where I CANNOT USE THE KEYBOARD. It just doesn?€?t appear, and opening up the page in the safari app causes an error every single time. I don?€?t know what I?€?m doing wrong but it seems like I?€?m one of the only people having these issues.",1
